VBD_M6	SIM	VBD_receive_position_report_integrity_confirmed/act2/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M6	SIM	VBD_receive_position_report_integrity_confirmed/act3/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M6	WD	VBD_receive_position_report_integrity_confirmed/grd2/WD	derived	no-sequent	pinned-bpo-omits-definedness-sequent
VBD_M6	WD	VBD_receive_position_report_integrity_confirmed/grd5/WD	derived	no-sequent	pinned-bpo-omits-definedness-sequent
VBD_M6	SIM	VBD_receive_position_report_integrity_unavailable/act1/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M6	SIM	VBD_receive_position_report_integrity_unavailable/act2/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M6	SIM	VBD_receive_position_report_integrity_unavailable/act3/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
VBD_M6	WD	VBD_receive_position_report_integrity_unavailable/grd2/WD	derived	no-sequent	pinned-bpo-omits-definedness-sequent
VBD_M6	WD	VBD_receive_position_report_integrity_unavailable/grd5/WD	derived	no-sequent	pinned-bpo-omits-definedness-sequent
VBD_M6	SIM	VBD_receive_position_report_train_length_changed/act1/SIM	derived	no-sequent	pinned-bpo-omits-refinement-action-sequent
